Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,CityState,Country,Postal Code,ZIP,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
1009966,ABQ - Coors Bypass and 7 Bar Loop,Starbucks,5701-225324,,CO,9965 Coors Bypass NW,9965 Coors Bypass NW,,,Albuquerque,NM,AlbuquerqueNM,US,87114,87114,"(35.1969795227051, -106.660537719727)",35.19697952,-106.6605377,Mountain Standard Time,-360,GMT-07:00 America/Denver,7/16/2014 4:00
1010143,San Mateo & Prospect,Starbucks,5362-165285,5058815304,CO,"2451 San Mateo Blvd NE, A1",2451 San Mateo Blvd NE,A1,,Albuquerque,NM,AlbuquerqueNM,US,87110,87110,"(35.1069068908691, -106.587585449219)",35.10690689,-106.5875854,Mountain Standard Time,-360,GMT-07:00 America/Denver,7/24/2014 4:00
1010351,ABQ - San Mateo and Montgomery,Starbucks,5590-238083,,CO,4301 San Mateo Blvd NE,4301 San Mateo Blvd NE,,,Albuquerque,NM,AlbuquerqueNM,US,87110,87110,"(35.1299057006836, -106.587074279785)",35.1299057,-106.5870743,Mountain Standard Time,-360,GMT-07:00 America/Denver,8/13/2014 4:00
1006877,Smiths-Albuquerque #463,Starbucks,22707-97168,505-922-4300,LS,4800 McMahon Blvd NW,4800 McMahon Blvd NW,,,Albuquerque,NM,AlbuquerqueNM,US,87114,87114,"(35.2057266235352, -106.67529296875)",35.20572662,-106.675293,Mountain Standard Time,-360,GMT-07:00 America/Denver,6/16/2015 4:00
1012871,Teavana - ABQ Uptown,Teavana,28675-250069,505-888-7035,CO,"2240 Q. St. NE, #P, ABQ Uptown",2240 Q. St. NE,#P,ABQ Uptown,Albuquerque,NM,AlbuquerqueNM,US,87110,87110,"(35.1024436950684, -106.566917419434)",35.1024437,-106.5669174,Mountain Standard Time,-360,GMT-07:00 America/Denver,7/11/2015 4:00
1009974,ABQ - Lomas and Washington,Starbucks,24472-238085,5055088174,CO,4407 Lomas Blvd. NE,4407 Lomas Blvd. NE,,,Albuquerque,NM,AlbuquerqueNM,US,87110,87110,"(35.0876770019531, -106.595443725586)",35.087677,-106.5954437,Mountain Standard Time,-360,GMT-07:00 America/Denver,9/22/2015 4:00
1009275,Juan Tabo and I-40,Starbucks,23648-231585,0,CO,700 Juan Tabo Blvd NE,700 Juan Tabo Blvd NE,,,Albuquerque,NM,AlbuquerqueNM,US,87123,87123,"(35.0797004699707, -106.514770507813)",35.07970047,-106.5147705,Mountain Standard Time,-360,GMT-07:00 America/Denver,9/29/2015 4:00
6868,Eubank and Central-Albuquerque,Starbucks,13414-106709,505 294-4412,CO,111 Eubank S.E.,111 Eubank S.E.,,,Albuquerque,NM,AlbuquerqueNM,US,871233370,87123,"(35.0710182189941, -106.532859802246)",35.07101822,-106.5328598,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
7132,Target Albuquerque T-356,Starbucks,76521-99292,505-293-9223,LS,8710 Montgomery Blvd NE,8710 Montgomery Blvd NE,,,Albuquerque,NM,AlbuquerqueNM,US,871112308,87111,"(35.129768371582, -106.547737121582)",35.12976837,-106.5477371,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
7508,Target - Albuquerque T-0357,Starbucks,76737-105127,505-292-9100,LS,11120 Lomas Blvd NE,11120 Lomas Blvd NE,,,Albuquerque,NM,AlbuquerqueNM,US,871125582,87112,"(35.0857467651367, -106.527709960938)",35.08574677,-106.52771,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
8493,Target Albuquerque T-2031,Starbucks,76457-97169,505-346-0135,LS,6100 Paseo Del Norte NE,6100 Paseo Del Norte NE,,,Albuquerque,NM,AlbuquerqueNM,US,871092529,87109,"(35.1726417541504, -106.581115722656)",35.17264175,-106.5811157,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
9119,Juan Tabo,Starbucks,5866-27350,505-296-2464,CO,1624 Juan Tabo NE,1624 Juan Tabo NE,,,Albuquerque,NM,AlbuquerqueNM,US,871124435,87112,"(35.0994415283203, -106.515037536621)",35.09944153,-106.5150375,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
9941,Smiths-Albuquerque #439,Starbucks,79428-81600,505-292-5484,LS,4700 Tramway Blvd NE,4700 Tramway Blvd NE,,,Albuquerque,NM,AlbuquerqueNM,US,871112979,87111,"(35.13134765625, -106.496490478516)",35.13134766,-106.4964905,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
10247,"Lomas & Broadway, Albuquerque",Starbucks,10119-99305,505-242-2092,CO,800 Broadway NE,800 Broadway NE,,,Albuquerque,NM,AlbuquerqueNM,US,871022322,87102,"(35.0904998779297, -106.642974853516)",35.09049988,-106.6429749,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
10401,Louisiana & Indian School,Starbucks,11190-101877,505-881-4805,CO,"2200 Louisiana Blvd NE, Ste 8F",2200 Louisiana Blvd NE,Ste 8F,,Albuquerque,NM,AlbuquerqueNM,US,871103583,87110,"(35.1021347045898, -106.568382263184)",35.1021347,-106.5683823,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
10503,Academy and Tramway-Albuquerque,Starbucks,13923-108288,505-271-0752,CO,"12251 Academy Rd. NE, 101",12251 Academy Rd. NE,101,,Albuquerque,NM,AlbuquerqueNM,US,871118051,87111,"(35.1526641845703, -106.499160766602)",35.15266418,-106.4991608,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
10608,San Mateo and Haines,Starbucks,14267-109285,505-255-0026,CO,2104 San Mateo Blvd NE,2104 San Mateo Blvd NE,,,Albuquerque,NM,AlbuquerqueNM,US,871105149,87110,"(35.1002655029297, -106.58610534668)",35.1002655,-106.5861053,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
11207,Hyatt Regency Alburquerque,Starbucks,75502-38919,505-842-1234,LS,330 Tijeras NW,330 Tijeras NW,,,Albuquerque,NM,AlbuquerqueNM,US,871023267,87102,"(35.0863647460938, -106.650390625)",35.08636475,-106.6503906,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
11506,I-25 & Paseo del Norte Blvd NE,Starbucks,8794-94063,505-823-2770,CO,8101 San Pedro NE,8101 San Pedro NE,,,Albuquerque,NM,AlbuquerqueNM,US,871131755,87113,"(35.1745452880859, -106.578025817871)",35.17454529,-106.5780258,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
12051,9821 Montgomery Blvd.,Starbucks,5588-1914,(505) 332-0058,CO,"9821 Montgomery Blvd. NE, Suite D",9821 Montgomery Blvd. NE,Suite D,,Albuquerque,NM,AlbuquerqueNM,US,871113571,87111,"(35.1311683654785, -106.530868530273)",35.13116837,-106.5308685,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
12193,Quail & Coors,Starbucks,6679-73304,505-833-5300,CO,"5241 Ouray NW, Suite A, West Bluff Center",5241 Ouray NW,Suite A,West Bluff Center,Albuquerque,NM,AlbuquerqueNM,US,871203036,87120,"(35.1126174926758, -106.70166015625)",35.11261749,-106.7016602,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
12591,"Gibson & Palomas, Albuquerque",Starbucks,8652-93725,505-266-0313,CO,5301 Gibson Blvd SE,5301 Gibson Blvd SE,,,Albuquerque,NM,AlbuquerqueNM,US,871084726,87108,"(35.058536529541, -106.582931518555)",35.05853653,-106.5829315,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
14525,"Eubank & Candelaria, Albuquerque",Starbucks,8990-94865,505-323-1018,CO,"2801 Eubank Blvd. NE, 2",2801 Eubank Blvd. NE,2,,Albuquerque,NM,AlbuquerqueNM,US,871121395,87112,"(35.114616394043, -106.533676147461)",35.11461639,-106.5336761,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
14619,"San Mateo & I-25, Albuquerque",Starbucks,9764-97643,505-821-9283,CO,6828 San Mateo Blvd. NE,6828 San Mateo Blvd. NE,,,Albuquerque,NM,AlbuquerqueNM,US,871093562,87109,"(35.1515235900879, -106.586204528809)",35.15152359,-106.5862045,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
14840,3400 Central Avenue,Starbucks,5466-1533,(505) 260-0677,CO,3400 Central Avenue S.E.,3400 Central Avenue S.E.,,,Albuquerque,NM,AlbuquerqueNM,US,871061432,87106,"(35.0798454284668, -106.606857299805)",35.07984543,-106.6068573,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
14845,Four Hills - Albuquerque,Starbucks,5411-1228,(505) 293-3923,CO,"13170 Central Ave SE, Suite A2",13170 Central Ave SE,Suite A2,,Albuquerque,NM,AlbuquerqueNM,US,871235549,87123,"(35.0677680969238, -106.498908996582)",35.0677681,-106.498909,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
15446,Rio Grande Blvd. & I-40,Starbucks,5791-16054,505-764-9201,CO,"901 Rio Grande Blvd, Suite A-190, Rio Grande Plaza",901 Rio Grande Blvd,Suite A-190,Rio Grande Plaza,Albuquerque,NM,AlbuquerqueNM,US,871042054,87104,"(35.1030921936035, -106.671012878418)",35.10309219,-106.6710129,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
16644,I-25 & Montano,Starbucks,6417-39800,505-343-1450,CO,1450 Montano NE,1450 Montano NE,,,Albuquerque,NM,AlbuquerqueNM,US,871074947,87107,"(35.1337814331055, -106.612152099609)",35.13378143,-106.6121521,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
18500,Paseo & Golf Course Rd.,Starbucks,5845-24927,505/792-9003,CO,"8201 Golf Course Road, D-2",8201 Golf Course Road,D-2,,Albuquerque,NM,AlbuquerqueNM,US,871205842,87120,"(35.1778526306152, -106.689346313477)",35.17785263,-106.6893463,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
18528,Wyoming & Paseo del Norte,Starbucks,5805-10752,505-821-7544,CO,"8100 Wyoming Blvd NE, Ste M1, La Cueva Town Center",8100 Wyoming Blvd NE,Ste M1,La Cueva Town Center,Albuquerque,NM,AlbuquerqueNM,US,871131947,87113,"(35.1757278442383, -106.558120727539)",35.17572784,-106.5581207,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
7610,TYS Foodcourt (Knoxville),Starbucks,3509-142865,,LS,2055 Airport Hwy,2055 Airport Hwy,,,Alcoa,TN,AlcoaTN,US,377013316,37701,"(35.8058128356934, -83.9867095947266)",35.80581284,-83.98670959,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17486,Cusick & Alcoa,Starbucks,11293-104144,865-982-0642,CO,121 Cusick Rd,121 Cusick Rd,,,Alcoa,TN,AlcoaTN,US,377013125,37701,"(35.8123054504395, -83.9828186035156)",35.81230545,-83.9828186,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8206,Harris Teeter-Chantilly/Dulles S #2,Starbucks,79247-97620,703-542-8340,LS,42015 Village Center Plaza,42015 Village Center Plaza,,,Aldie,VA,AldieVA,US,201053033,20105,"(38.9391632080078, -77.5481796264648)",38.93916321,-77.54817963,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13734,Safeway-Alexandria #1950,Starbucks,74370-82341,703-533-3800,LS,Richmond Hwy & Arlington Dr,Richmond Hwy & Arlington Dr,,,Alexandria,VA,AlexandriaVA,US,22306,22306,"(38.7545509338379, -77.0835494995117)",38.75455093,-77.0835495,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
18337,Westin Alexandria - Lobby,Starbucks,70379-103381,703-253-8691,LS,Jamieson Avenue & Courthouse Square,Jamieson Avenue & Courthouse Square,,,Alexandria,VA,AlexandriaVA,US,22314,22314,"(38.8033714294434, -77.0649032592773)",38.80337143,-77.06490326,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1009020,Safeway 3250 @ Alexandria,Starbucks,23470-204208,571-312-0029,LS,3526 King St,3526 King St,,,Alexandria,VA,AlexandriaVA,US,22302,22302,"(38.827522277832, -77.0886611938477)",38.82752228,-77.08866119,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/25/2014 5:00
1008911,7511 Richmond Highway,Starbucks,23464-229704,7037182108,CO,7511 Richmond Hwy,7511 Richmond Hwy,,,Alexandria,VA,AlexandriaVA,US,22306,22306,"(38.7537422180176, -77.0828323364258)",38.75374222,-77.08283234,Eastern Standard Time,-240,GMT-05:00 America/New_York,1/29/2015 5:00
1009981,S. Van Dorn and Pickett,Starbucks,24482-238091,5714477211,CO,5782 Dow Ave,5782 Dow Ave,,,Alexandria,VA,AlexandriaVA,US,22304,22304,"(38.8046836853027, -77.1332702636719)",38.80468369,-77.13327026,Eastern Standard Time,-240,GMT-05:00 America/New_York,8/18/2015 4:00
1010290,Giant - Alexandria #2742,Starbucks,24406-236909,703-518-4797,LS,621 E Glebe Rd,621 E Glebe Rd,,,Alexandria,VA,AlexandriaVA,US,22305,22305,"(38.8183822631836, -77.0621566772461)",38.81838226,-77.06215668,Eastern Standard Time,-240,GMT-05:00 America/New_York,9/15/2015 4:00
6733,Carlyle Center,Starbucks,11824-104645,(703) 299-3460,CO,"1901 Ballenger Avenue, Carlyle Center",1901 Ballenger Avenue,,Carlyle Center,Alexandria,VA,AlexandriaVA,US,223146819,22314,"(38.802619934082, -77.0619354248047)",38.80261993,-77.06193542,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7792,Giant Landover-Alexandria #232,Starbucks,79357-98320,703-313-0855,LS,5870 Kingstown Blvd,5870 Kingstown Blvd,,,Alexandria,VA,AlexandriaVA,US,223155704,22315,"(38.772632598877, -77.1351623535156)",38.7726326,-77.13516235,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7851,The Monarch,Starbucks,14482-120047,703 535-3208,CO,"540 N Henry Street, The Monarch",540 N Henry Street,,The Monarch,Alexandria,VA,AlexandriaVA,US,223142233,22314,"(38.8111801147461, -77.050407409668)",38.81118011,-77.05040741,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7879,Alexandria Commons,Starbucks,10090-98950,(703) 212-4890,CO,"3113 Duke Street, Alexandria Commons",3113 Duke Street,,Alexandria Commons,Alexandria,VA,AlexandriaVA,US,223144518,22314,"(38.8085594177246, -77.0835037231445)",38.80855942,-77.08350372,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8143,Hilton Alexandria Old Town Lobby,Starbucks,75855-97317,703-837-0440,LS,1767 King St,1767 King St,,,Alexandria,VA,AlexandriaVA,US,223142720,22314,"(38.8070182800293, -77.0596160888672)",38.80701828,-77.05961609,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9198,Pinecrest,Starbucks,730-977,(703) 256-5503,CO,6552-B Little River Turnpike,6552-B Little River Turnpike,,,Alexandria,VA,AlexandriaVA,US,223121443,22312,"(38.8232192993164, -77.161979675293)",38.8232193,-77.16197968,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9440,Mt. Vernon Plaza,Starbucks,10091-99034,703-717-0910,CO,"7696 J Richmond Highway, Mt. Vernon Plaza",7696 J Richmond Highway,,Mt. Vernon Plaza,Alexandria,VA,AlexandriaVA,US,223062843,22306,"(38.7494773864746, -77.0848083496094)",38.74947739,-77.08480835,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10123,Kroger - Alexandria #381,Starbucks,79441-101503,318-678-6800,LS,1422 Macarthur,1422 Macarthur,,,Alexandria,LA,AlexandriaLA,US,713014022,71301,"(31.2845592498779, -92.4747543334961)",31.28455925,-92.47475433,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
11228,Safeway-Alexandria #1283,Starbucks,74332-64239,703-780-9581,LS,8646 Richmond Hwy,8646 Richmond Hwy,,,Alexandria,VA,AlexandriaVA,US,223094205,22309,"(38.724422454834, -77.1210861206055)",38.72442245,-77.12108612,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11492,Bradlee Center,Starbucks,7305-852,(703) 845-9563,CO,"3690 Q King Street, Bradlee Shopping Center",3690 Q King Street,,Bradlee Shopping Center,Alexandria,VA,AlexandriaVA,US,223021921,22302,"(38.8298606872559, -77.0919189453125)",38.82986069,-77.09191895,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11698,532 King Street,Starbucks,701-1108,703-836-2236,CO,532 King Street,532 King Street,,,Alexandria,VA,AlexandriaVA,US,223143104,22314,"(38.8047485351563, -77.0455703735352)",38.80474854,-77.04557037,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12205,Safeway-Alexandria #1847,Starbucks,74246-67220,703-921-3125,LS,5980 Kingstowne Village Center,5980 Kingstowne Village Center,,,Alexandria,VA,AlexandriaVA,US,223155876,22315,"(38.7539329528809, -77.1482315063477)",38.75393295,-77.14823151,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12685,Hoffman,Starbucks,8136-83723,703-960-4279,CO,2459 Eisenhower Avenue,2459 Eisenhower Avenue,,,Alexandria,VA,AlexandriaVA,US,223144684,22314,"(38.8016014099121, -77.0720367431641)",38.80160141,-77.07203674,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13492,Beacon Mall,Starbucks,7334-1168,703-721-1642,CO,"6754 Richmond Hwy, Unit 4, Beacon Mall Shopping Center",6754 Richmond Hwy,Unit 4,Beacon Mall Shopping Center,Alexandria,VA,AlexandriaVA,US,223066701,22306,"(38.7714042663574, -77.0835800170898)",38.77140427,-77.08358002,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14047,King & Union,Starbucks,7904-79182,703-549-1752,CO,100 S. Union Street,100 S. Union Street,,,Alexandria,VA,AlexandriaVA,US,223143324,22314,"(38.8040924072266, -77.0401229858398)",38.80409241,-77.04012299,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15118,North Washington Center,Starbucks,7568-13727,703-739-3706,CO,"683 N Washington St, North Washington Center",683 N Washington St,,North Washington Center,Alexandria,VA,AlexandriaVA,US,223141913,22314,"(38.8114776611328, -77.0452728271484)",38.81147766,-77.04527283,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
16401,Albertsons-Alexandria #2715,Starbucks,73111-21388,318-487-9395,LS,2265 S. MacArthur,2265 S. MacArthur,,,Alexandria,LA,AlexandriaLA,US,713013052,71301,"(31.2681007385254, -92.4589996337891)",31.26810074,-92.45899963,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
16675,Mark Shops,Starbucks,7368-1245,(703) 820-4066,CO,"1462 N. Beauregard St., B",1462 N. Beauregard St.,B,,Alexandria,VA,AlexandriaVA,US,223115800,22311,"(38.8308372497559, -77.1257095336914)",38.83083725,-77.12570953,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
16721,Potomac Yards,Starbucks,7412-959,703-535-8740,CO,"3825 C Jefferson Davis Highway, Potomac Yard Center",3825 C Jefferson Davis Highway,,Potomac Yard Center,Alexandria,VA,AlexandriaVA,US,223053138,22305,"(38.8387985229492, -77.0517425537109)",38.83879852,-77.05174255,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
87045,Target Alexandria T-821,Starbucks,16960-177066,320-763-6661,LS,4404 Hwy 29 S,4404 Hwy 29 S,,,Alexandria,MN,AlexandriaMN,US,563082915,56308,"(45.8499717712402, -95.3904724121094)",45.84997177,-95.39047241,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
116428,Safeway-Alexandria #1019,Starbucks,74859-99062,703-765-3434,LS,1624 Belle View Blvd,1624 Belle View Blvd,,,Alexandria,VA,AlexandriaVA,US,223076531,22307,"(38.7752342224121, -77.0598068237305)",38.77523422,-77.05980682,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1006089,Giant @ Alexandria #261,Starbucks,20639-113069,703-461-6198,LS,3131 Duke St.,3131 Duke St.,,,Alexandria,VA,AlexandriaVA,US,223144518,22314,"(38.807991027832, -77.0842590332031)",38.80799103,-77.08425903,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12899,Super Target Algonquin ST-1801,Starbucks,76107-79323,847-458-5340,LS,750 Randall Rd,750 Randall Rd,,,Algonquin,IL,AlgonquinIL,US,60102,60102,"(42.1661720275879, -88.3354873657227)",42.16617203,-88.33548737,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
91233,Randall & Harnish,Starbucks,18024-182807,8474580669,CO,"790 S. Randall Road, Suite 1",790 S. Randall Road,Suite 1,,Algonquin,IL,AlgonquinIL,US,60102,60102,"(42.1656532287598, -88.3354415893555)",42.16565323,-88.33544159,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
16463,East Algonquin & Ryan,Starbucks,2626-63429,847-458-6740,CO,"1532 E. Algonquin Road, Floor 1, Ryan Place",1532 E. Algonquin Road,Floor 1,Ryan Place,Algonquin,IL,AlgonquinIL,US,601024519,60102,"(42.1601448059082, -88.2731552124023)",42.16014481,-88.27315521,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
11815,Fremont Ave & Mission Rd,Starbucks,6794-41839,626-457-5234,CO,"1131 S Fremont Ave, A",1131 S Fremont Ave,A,,Alhambra,CA,AlhambraCA,US,918031326,91803,"(34.0804252624512, -118.152130126953)",34.08042526,-118.1521301,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12659,"Valley & Almansor, Alhambra",Starbucks,9385-96258,(626) 284-2472,CO,810 E VALLEY BLVD,810 E VALLEY BLVD,,,Alhambra,CA,AlhambraCA,US,918015200,91801,"(34.0788421630859, -118.114593505859)",34.07884216,-118.1145935,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
15173,Main & 1st - Alhambra,Starbucks,5380-673,(626) 282-1171,CO,101 W. Main Street,101 W. Main Street,,,Alhambra,CA,AlhambraCA,US,918013512,91801,"(34.0947456359863, -118.128135681152)",34.09474564,-118.1281357,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
17031,"Atlantic & Valley, Alhambra",Starbucks,11220-104633,626-289-7624,CO,1410 South Atlantic Blvd.,1410 South Atlantic Blvd.,,,Alhambra,CA,AlhambraCA,US,918033101,91803,"(34.0771179199219, -118.13410949707)",34.07711792,-118.1341095,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
68204,Target Alhambra T-184,Starbucks,76365-97162,626-308-3290,LS,1220 West Main Street,1220 West Main Street,,,Alhambra,CA,AlhambraCA,US,918013329,91801,"(34.0914649963379, -118.136238098145)",34.091465,-118.1362381,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
